1,0
2,0
3,-0.0066037
4,-0.0066037
5,-0.0066037
6,-0.0066037
7,-0.0037736
8,-0.0037736
9,-0.0037736
10,-0.0037736
11,-0.0037736
12,-0.0037736
13,-0.0037736
14,-0.0037736
15,-0.0037736
16,-0.0037736
17,-0.0037736
18,-0.0037736
19,-0.0037736
20,-0.0037736
21,-0.0037736
22,-0.0037736
23,-0.0037736
24,-0.0037736
25,-0.0037736
26,-0.0037736
27,-0.0113207
28,-0.0113207
29,-0.0113207
30,-0.0075471
31,-0.0075471
32,-0.0075471
33,-0.0075471
34,-0.0113207
35,-0.0113207
36,-0.0113207
37,-0.0113207
38,0.0198113
39,0.0198113
40,0.0198113
41,0.0783018
42,0.0783018
43,0.0783018
44,0.0783018
45,0.1084905
46,0.1084905
47,0.1084905
48,0.1084905
49,0.1132075
50,0.1132075
51,0.1132075
52,0.0915094
53,0.0915094
54,0.0915094
55,0.0915094
56,0.0688679
57,0.0688679
58,0.0688679
59,0.0688679
60,0.0528302
61,0.0528302
62,0.0528302
63,0.0415094
64,0.0415094
65,0.0415094
66,0.0415094
67,0.0264151
68,0.0264151
69,0.0264151
70,0.0226415
71,0.0226415
72,0.0226415
73,0.0226415
74,0.0084906
75,0.0084906
76,0.0084906
77,0.0141509
78,0.0141509
79,0.0141509
80,0.0141509
81,0.0084906
82,0.0084906
83,0.0084906
84,0.0075471
85,0.0075471
86,0.0075471
87,0.0066037
88,0.0066037
89,0.0066037
90,0.0066037
91,-0.0037736
92,0
93,0
94,0
95,0
96,-0.0056604
97,-0.0056604
98,0
99,0
100,0
101,0
102,0
103,-0.0066037
104,-0.0066037
105,-0.0066037
106,-0.0066037
107,-0.0066037
108,-0.0066037
109,-0.0066037
110,-0.0103773
111,-0.0103773
112,-0.0103773
113,-0.0066037
114,-0.0066037
115,-0.0066037
116,-0.0066037
117,-0.0094339
118,-0.0094339
119,-0.0094339
120,-0.0094339
121,-0.0075471
122,-0.0075471
123,-0.0075471
124,-0.0132075
125,-0.0132075
126,-0.0132075
127,-0.0113207
128,-0.0113207
129,-0.0113207
130,-0.0113207
131,-0.0094339
132,-0.0094339
133,-0.0094339
134,-0.0103773
135,-0.0103773
136,-0.0103773
137,-0.0103773
